job_pref,last_yr_income,expected_earn,reasons_to_code,months_programming,bootcamp_attend,age,gender
work for a medium-sized company,15000,24000,To change careers,2,0,27,Male
work for a startup,10000,40000,To start a business or to freelance,2,0,20,Male
work for a medium-sized company,0,25000,To change careers,48,0,22,Male
work for a medium-sized company,55000,55000,As a hobby,18,0,45,Female
work for a medium-sized company,5000,7000,To change careers,4,0,26,Male
work for a startup,2000,30000,To change careers,6,0,31,Male
work for a medium-sized company,40000,38000,To change careers,3,0,27,Male
work for a startup,23000,20000,To change careers,6,1,37,Male
work for a multinational corporation,32000,30000,To change careers,2,0,41,Male
work for a multinational corporation,10000,100000,To succeed in current career,12,0,24,Male
work for a medium-sized company,71500,70000,To change careers,1,0,27,Male
work for a medium-sized company,0,20000,To succeed in current career,3,0,26,Male
work for a medium-sized company,70000,75000,To succeed in current career,0,0,26,Male
work for a multinational corporation,7000,12000,To change careers,0,0,29,Female
work for a government,60000,60000,To start a business or to freelance,7,0,35,Male
work for a startup,1000,45000,To succeed in current career,2,0,23,Male
work for a medium-sized company,0,30000,To succeed in current career,6,1,43,Female
work for a medium-sized company,41000,50000,To succeed in current career,8,0,33,Male
work for a startup,15000,22000,To change careers,1,0,25,Male
work for a startup,27000,37000,To start a business or to freelance,2,0,26,Male
work for a multinational corporation,65000,70000,To change careers,1,0,23,Female
work for a multinational corporation,40000,20000,As a hobby,5,0,36,Male
work for a government,75000,80000,To succeed in current career,50,0,37,Prefer not to say
work for a startup,18000,40000,To change careers,0,0,31,Female
work for a nonprofit,70000,30000,To change careers,6,0,28,Male
work for a multinational corporation,43000,75000,To change careers,24,0,28,Male
work for a medium-sized company,50000,60000,To change careers,2,0,36,Male
work for a startup,75000,65000,To change careers,2,0,29,Male
work for a medium-sized company,30000,40000,As a hobby,8,0,33,Male
work for a government,60000,50000,To change careers,2,0,38,Male
work for a medium-sized company,50000,60000,To succeed in current career,0,0,24,Male
work for a medium-sized company,71000,65000,To create art or entertainment,0,0,33,Male
work for a multinational corporation,25000,350000,To start a business or to freelance,12,0,30,Male
work for a startup,5000,70000,To change careers,6,0,21,Male
work for a startup,32000,55000,To change careers,12,0,34,Male
work for a multinational corporation,38000,50000,To change careers,1,0,33,Male
work for a startup,40000,80000,To change careers,14,0,24,Male
work for a startup,60000,70000,To succeed in current career,2,0,35,Female
work for a medium-sized company,25000,60000,To change careers,36,0,27,Male
work for a multinational corporation,40000,60000,To change careers,12,0,34,Male
work for a medium-sized company,3000,6000,To start a business or to freelance,12,0,31,Male
work for a multinational corporation,16000,70000,To change careers,4,0,27,Female
work for a medium-sized company,20000,51695,To change careers,0,0,21,Female
work for a multinational corporation,15000,56000,To succeed in current career,1,0,21,Male
work for a multinational corporation,8600,15000,To change careers,1,0,26,Female
work for a medium-sized company,32000,100000,To change careers,0,0,27,Female
work for a multinational corporation,50000,75000,To change careers,6,0,28,Male
work for a medium-sized company,70000,50000,To change careers,1,0,35,Female
work for a medium-sized company,50000,50000,To change careers,20,1,37,Male
work for a medium-sized company,35000,45000,To change careers,3,0,34,Female
work for a government,0,40000,To change careers,6,0,30,Male
work for a multinational corporation,25000,55000,To succeed in current career,3,1,22,Male
work for a multinational corporation,10000,36000,To change careers,36,0,29,Male
work for a startup,16000,60000,As a hobby,4,0,24,Male
work for a multinational corporation,100000,50000,To change careers,1,0,25,Male
work for a medium-sized company,80000,75000,To change careers,2,0,49,Female
work for a medium-sized company,3000,30000,To create art or entertainment,12,0,49,Male
work for a multinational corporation,6900,80000,To change careers,3,0,28,Male
work for a nonprofit,7000,40000,To change careers,0,0,20,Male
work for a nonprofit,8000,10000,As a hobby,6,0,29,Male
work for a medium-sized company,20000,80000,To change careers,15,0,24,Male
work for a medium-sized company,50000,50000,To change careers,12,0,30,Male
work for a nonprofit,15000,30000,To change careers,3,0,30,Male
work for a medium-sized company,6000,44000,To change careers,10,0,32,Female
work for a nonprofit,14000,66000,To start a business or to freelance,1,0,35,Male
work for a multinational corporation,22000,50000,To change careers,12,0,27,Male
work for a medium-sized company,6000,9000,To change careers,8,0,40,Male
work for a government,30000,30000,As a hobby,0,0,25,Male
work for a medium-sized company,90000,65000,To change careers,24,0,49,Male
work for a multinational corporation,4000,40000,As a hobby,3,0,18,Male
work for a startup,18000,70000,To start a business or to freelance,15,0,23,Male
work for a multinational corporation,10000,10000,To change careers,0,0,32,Male
work for a startup,10000,60000,To change careers,1,0,30,Male
work for a medium-sized company,100,40000,To start a business or to freelance,36,0,25,Male
work for a startup,39000,60000,To change careers,1,0,35,Male
work for a multinational corporation,1000,10000,To succeed in current career,18,0,19,Female
work for a medium-sized company,12000,30000,To change careers,12,0,23,Male
work for a nonprofit,85000,100000,To start a business or to freelance,24,0,36,Male
work for a medium-sized company,0,60000,To change careers,18,0,28,Male
work for a multinational corporation,4295,1200,To succeed in current career,1,0,28,Female
work for a startup,70000,0,To succeed in current career,0,0,40,Male
work for a medium-sized company,30000,85000,To change careers,0,0,60,Female
work for a medium-sized company,48000,45000,To change careers,12,1,31,Male
work for a government,12000,400,To change careers,9,0,25,Male
work for a startup,50000,50000,To change careers,6,0,45,Male
work for a medium-sized company,50,1000,To succeed in current career,20,0,20,Male
work for a medium-sized company,22300,25200,To change careers,24,0,33,Male
work for a nonprofit,45000,60000,To succeed in current career,3,0,39,Male
work for a startup,18000,18000,To change careers,6,0,25,Male
work for a medium-sized company,0,50000,As a hobby,24,0,23,Male
work for a medium-sized company,0,9000,To change careers,10,0,29,Female
work for a government,97000,50000,To succeed in current career,12,0,32,Male
work for a multinational corporation,30000,50000,As a hobby,15,0,28,Male
work for a multinational corporation,1000,13000,To change careers,1,0,26,Male
work for a medium-sized company,5000,12000,To change careers,1,0,27,Male
work for a government,0,40000,To succeed in current career,12,0,19,Male
work for a multinational corporation,35000,70000,To meet school requirements,7,0,24,Male
work for a multinational corporation,0,55000,To change careers,3,0,21,Male
work for a startup,21000,50000,To change careers,1,0,21,Male
work for a multinational corporation,27000,70000,To change careers,0,0,27,Male
work for a nonprofit,70000,85000,To succeed in current career,12,0,32,Male
work for a government,43000,65000,To change careers,0,0,28,Male
work for a startup,45000,60000,To succeed in current career,12,0,27,Female
work for a medium-sized company,34000,58000,To change careers,2,0,30,Female
work for a medium-sized company,60000,43000,To change careers,12,0,37,Male
work for a nonprofit,350,10000,As a hobby,6,0,31,Male
work for a medium-sized company,35000,80000,To change careers,28,0,43,Male
work for a medium-sized company,6000,30000,To change careers,12,0,28,Male
work for a nonprofit,55000,50000,As a hobby,2,0,54,Male
work for a medium-sized company,20000,25000,To succeed in current career,0,0,33,Male
work for a medium-sized company,46000,60000,To succeed in current career,24,0,37,Male
work for a medium-sized company,12000,20000,To create art or entertainment,15,0,24,Male
work for a medium-sized company,55000,60000,To change careers,0,0,24,Female
work for a multinational corporation,255,10000,To create art or entertainment,11,0,25,Female
work for a government,0,50000,To change careers,0,0,19,Male
work for a medium-sized company,29000,50000,To change careers,0,0,21,Female
work for a medium-sized company,5000,35000,To change careers,24,0,22,Male
work for a multinational corporation,8600,600,To change careers,2,0,26,Male
work for a multinational corporation,5000,55000,To meet school requirements,0,0,19,Male
work for a nonprofit,54000,40000,To succeed in current career,100,0,33,Male
work for a startup,0,3000,To start a business or to freelance,12,0,30,Male
work for a multinational corporation,25000,40000,To change careers,12,0,32,Male
work for a medium-sized company,7000,75000,To change careers,2,0,25,Female
work for a nonprofit,20000,45000,To change careers,1,0,29,Female
work for a medium-sized company,24000,75000,To change careers,0,0,29,Female
work for a multinational corporation,315000,31900,To change careers,6,0,32,Male
work for a multinational corporation,118000,105000,As a hobby,12,0,31,Male
work for a startup,40000,65000,To change careers,16,1,28,Male
work for a startup,275000,150000,To succeed in current career,1,0,45,Male
work for a medium-sized company,80000,60000,To succeed in current career,18,0,35,Male
work for a startup,48000,85000,To change careers,1,0,24,Female
work for a multinational corporation,150,550,To succeed in current career,0,0,22,Male
work for a medium-sized company,3000,5000,As a hobby,0,0,33,Male
work for a medium-sized company,3000,40000,To change careers,0,0,24,Female
work for a medium-sized company,45000,60000,To change careers,1,0,38,Male
work for a startup,600,100000,As a hobby,4,0,19,Male
work for a multinational corporation,42000,50000,To change careers,4,0,35,Female
work for a nonprofit,0,1,As a hobby,12,0,54,Male
work for a multinational corporation,9000,30000,To change careers,5,0,27,Male
work for a multinational corporation,32000,40000,To change careers,1,0,26,Male
work for a medium-sized company,80000,100000,To change careers,18,0,37,Female
work for a multinational corporation,16000,100000,As a hobby,1,0,33,Male
work for a multinational corporation,26000,30000,To change careers,2,0,34,Male
work for a multinational corporation,50000,40000,To change careers,0,0,39,Female
work for a multinational corporation,15000,40000,To change careers,24,0,33,Female
work for a multinational corporation,55000,70000,As a hobby,0,0,31,Male
work for a nonprofit,100000,80000,As a hobby,6,0,37,Male
work for a startup,12800,10000,As a hobby,12,0,25,Male
work for a startup,5000,8000,To succeed in current career,36,0,28,Female
work for a startup,30000,50000,To succeed in current career,60,0,28,Male
work for a medium-sized company,1000,1600,To change careers,10,0,24,Male
work for a startup,20000,50000,As a hobby,100,0,31,Male
work for a multinational corporation,5000,15000,To change careers,11,0,24,Male
work for a multinational corporation,6400,1000000,To succeed in current career,0,0,29,Male
work for a medium-sized company,90000,100000,To change careers,2,0,33,Female
work for a medium-sized company,40000,65000,To succeed in current career,18,0,25,Male
work for a medium-sized company,50000,60000,To change careers,12,1,39,Male
work for a medium-sized company,115000,87000,To change careers,6,0,50,Male
work for a medium-sized company,170000,50000,To change careers,1,0,31,Male
work for a medium-sized company,20000,50000,To change careers,0,0,23,Male
work for a medium-sized company,28000,50000,To change careers,0,0,26,Male
work for a startup,57000,70000,As a hobby,4,0,27,Male
work for a medium-sized company,45000,65000,To change careers,3,0,50,Female
work for a multinational corporation,40000,70000,To change careers,0,0,36,Male
work for a nonprofit,20000,80000,To change careers,12,0,26,Male
work for a medium-sized company,21000,55000,To change careers,4,0,34,Female
work for a medium-sized company,20000,20000,To change careers,7,0,34,Male
work for a medium-sized company,50000,65000,To change careers,1,0,35,Male
work for a startup,20000,30000,To create art or entertainment,1,0,32,Male
work for a startup,60000,80000,To change careers,1,0,42,Male
work for a multinational corporation,9000,12000,To start a business or to freelance,3,0,28,Male
work for a startup,28000,60000,To change careers,6,0,48,Male
work for a startup,17000,30000,To change careers,1,0,32,Male
work for a medium-sized company,80000,70000,To change careers,2,0,25,Male
work for a multinational corporation,25000,50000,To create art or entertainment,0,0,31,Male
work for a government,133000,80000,To change careers,1,0,49,Male
work for a multinational corporation,30000,75000,To change careers,24,0,42,Male
work for a medium-sized company,10000,50000,To change careers,6,0,20,Female
work for a medium-sized company,36000,36000,To change careers,0,0,46,Female
work for a multinational corporation,20000,40000,To succeed in current career,45,0,24,Male
work for a medium-sized company,20000,30000,To change careers,8,0,55,Male
work for a nonprofit,0,80000,To change careers,6,0,17,Female
work for a nonprofit,650000,800000,To start a business or to freelance,56,0,49,Male
work for a medium-sized company,60000,60000,To change careers,12,0,31,Male
work for a multinational corporation,12000,18000,To change careers,12,0,33,Male
work for a medium-sized company,6000,15342,To succeed in current career,0,0,23,Male
work for a nonprofit,10000,40000,To succeed in current career,3,0,26,Prefer not to say
work for a medium-sized company,52000,60000,To succeed in current career,10,0,27,Female
work for a multinational corporation,9000,200000,To succeed in current career,3,0,30,Male
work for a multinational corporation,50000,50000,To change careers,5,0,31,Male
work for a medium-sized company,50000,50000,To change careers,1,0,37,Male
work for a startup,48000,70000,To start a business or to freelance,3,0,26,Male
work for a medium-sized company,24000,30000,To change careers,0,0,28,Male
work for a government,25000,100000,To create art or entertainment,0,0,30,Female
work for a medium-sized company,2700,50000,To succeed in current career,2,0,21,Male
work for a startup,5000,1000,To change careers,6,0,26,Male
work for a multinational corporation,30000,12000,To succeed in current career,3,0,32,Male
work for a medium-sized company,36000,48000,To change careers,6,0,30,Male
work for a startup,24000,60000,To change careers,36,0,29,Male
work for a government,40000,85000,As a hobby,180,0,35,Male
work for a startup,18000,90000,To change careers,8,1,39,Male
work for a multinational corporation,0,6000,To create art or entertainment,6,0,22,Male
work for a startup,20000,30000,To change careers,3,0,32,Male
work for a multinational corporation,150000,100000,As a hobby,24,0,44,Male
work for a multinational corporation,45800,75000,To start a business or to freelance,0,0,38,Male
work for a nonprofit,20000,10000,To create art or entertainment,36,0,35,Male
work for a medium-sized company,32000,30000,As a hobby,1,0,41,Male
work for a medium-sized company,40000,70000,To change careers,2,0,31,Male
work for a medium-sized company,30000,40000,To change careers,12,0,29,Female
work for a multinational corporation,66000,80000,To change careers,0,0,30,Male
work for a multinational corporation,18000,50000,To change careers,0,0,28,Female
work for a startup,10000,60000,To change careers,3,0,25,Male
work for a nonprofit,100000,80000,To change careers,6,1,61,Female
work for a multinational corporation,1400,40000,To change careers,24,0,34,Male
work for a government,2000,75000,To create art or entertainment,3,0,19,Male
work for a medium-sized company,4000,10000,To change careers,0,0,25,Male
work for a multinational corporation,45000,850000,To change careers,8,0,27,Female
work for a nonprofit,0,50000,To change careers,6,0,28,Male
work for a multinational corporation,58000,70000,To change careers,3,0,36,Female
work for a medium-sized company,41000,60000,To start a business or to freelance,3,0,30,Female
work for a multinational corporation,28000,70000,To change careers,0,0,42,Female
work for a multinational corporation,0,55000,To create art or entertainment,36,0,17,Female
work for a medium-sized company,46000,50000,To change careers,1,0,35,Male
work for a multinational corporation,12000,50000,To change careers,1,0,28,Female
work for a government,16000,70000,To succeed in current career,0,0,21,Male
work for a startup,60000,60000,To change careers,48,0,49,Male
work for a medium-sized company,36000,60000,To create art or entertainment,2,0,25,Male
work for a medium-sized company,5000,60000,To succeed in current career,48,0,24,Male
work for a medium-sized company,50000,80000,To succeed in current career,12,0,50,Male
work for a medium-sized company,35000,65000,To change careers,24,1,36,Male
work for a startup,8000,65000,To succeed in current career,36,0,21,Male
work for a nonprofit,3000,50000,As a hobby,6,0,26,Male
work for a medium-sized company,40000,40000,To succeed in current career,2,0,26,Male
work for a startup,20000,60000,To change careers,0,0,46,Male
work for a medium-sized company,20,65,To succeed in current career,6,0,36,Female
work for a multinational corporation,500,700,As a hobby,1,0,25,Male
work for a multinational corporation,30000,60000,To change careers,12,0,29,Female
work for a government,38000,100000,To change careers,2,0,36,Male
work for a startup,50000,60000,To change careers,0,0,28,Female
work for a multinational corporation,800,500,To create art or entertainment,12,0,32,Male
work for a startup,20000,50000,To change careers,0,0,28,Female
work for a startup,12000,50000,To create art or entertainment,2,0,22,Male
work for a nonprofit,40000,70000,To change careers,9,0,31,Male
work for a government,8000,50000,As a hobby,0,0,24,Male
work for a multinational corporation,5000,70000,To succeed in current career,1,0,25,Male
work for a medium-sized company,75000,85000,As a hobby,8,0,28,Male
work for a multinational corporation,20000,100000,To change careers,24,0,40,Male
work for a medium-sized company,48000,70000,To change careers,1,0,41,Male
work for a startup,100000,100000,To succeed in current career,6,0,34,Male
work for a medium-sized company,37000,55000,To change careers,7,0,28,Male
work for a government,12000,40000,To start a business or to freelance,6,0,23,Male
work for a startup,10000,36000,To change careers,1,0,41,Male
work for a multinational corporation,60000,40000,To change careers,1,0,25,Male
work for a multinational corporation,6400,70000,To start a business or to freelance,0,0,42,Male
work for a nonprofit,26000,60000,To change careers,15,0,32,Male
work for a medium-sized company,0,95000,To change careers,1,0,29,Prefer not to say
work for a multinational corporation,20000,500000,To change careers,0,0,49,Female
work for a government,34000,50000,To change careers,0,0,29,Male
work for a medium-sized company,70000,50000,To change careers,6,0,32,Male
work for a startup,3400,50000,To change careers,4,0,26,Male
work for a medium-sized company,3600,12000,To change careers,0,0,32,Male
work for a medium-sized company,5722,100000,To start a business or to freelance,5,0,24,Male
work for a medium-sized company,17000,22000,To change careers,20,0,37,Male
work for a medium-sized company,25000,25000,As a hobby,1,0,28,Male
work for a startup,0,400,To change careers,3,0,22,Male
work for a medium-sized company,22000,40000,To change careers,2,0,28,Male
work for a nonprofit,50000,80000,To change careers,1,0,49,Male
work for a medium-sized company,52000,60000,To change careers,6,0,40,Female
work for a startup,36000,70000,To succeed in current career,60,0,26,Male
work for a startup,23000,65000,To change careers,0,0,23,Male
work for a multinational corporation,50,9000,To succeed in current career,50,0,23,Male
work for a medium-sized company,28000,40000,To change careers,24,0,36,Male
work for a medium-sized company,56000,67000,To succeed in current career,2,0,29,Male
work for a startup,55000,65000,To change careers,1,0,31,Female
work for a government,12000,40000,To start a business or to freelance,4,0,22,Male
work for a startup,40000,60000,To change careers,6,0,36,Male
work for a medium-sized company,75000,90000,As a hobby,4,0,34,Male
work for a multinational corporation,145000,150000,To change careers,1,0,37,Male
work for a startup,11000,50000,To change careers,0,0,23,Female
work for a nonprofit,16000,80000,To start a business or to freelance,0,0,20,Female
work for a medium-sized company,43000,55000,To change careers,1,0,41,Female
work for a multinational corporation,38000,60000,As a hobby,0,0,25,Male
work for a nonprofit,45000,50000,To change careers,3,0,27,Female
work for a medium-sized company,30000,60000,To change careers,2,0,23,Male
work for a medium-sized company,5,50,To change careers,3,0,28,Male
work for a nonprofit,54000,65000,To change careers,6,0,31,Male
work for a medium-sized company,28000,30000,To change careers,12,0,46,Male
work for a medium-sized company,11000,60000,To change careers,0,0,28,Female
work for a multinational corporation,30000,40000,To create art or entertainment,0,0,25,Male
work for a nonprofit,50000,55000,To change careers,6,0,30,Male
work for a startup,75000,70000,To change careers,24,0,24,Male
work for a medium-sized company,0,8000,To change careers,12,0,23,Male
work for a startup,37000,80000,To start a business or to freelance,24,0,27,Prefer not to say
work for a medium-sized company,5000,70000,To meet school requirements,12,0,20,Male
work for a startup,35000,40000,To change careers,3,0,28,Female
work for a multinational corporation,17000,40000,To succeed in current career,2,0,23,Male
work for a medium-sized company,52000,60000,To change careers,3,0,32,Male
work for a startup,11000,50000,To succeed in current career,24,0,20,Female
work for a nonprofit,40000,40000,To succeed in current career,0,0,25,Female
work for a medium-sized company,35000,60000,To change careers,1,0,25,Male
work for a nonprofit,0,0,To create art or entertainment,1,0,21,Male
work for a medium-sized company,76278,90000,To change careers,12,0,36,Male
work for a multinational corporation,20000,30000,To change careers,12,0,40,Male
work for a multinational corporation,50000,65000,To change careers,0,0,43,Male
work for a startup,35000,60000,To create art or entertainment,0,0,25,Male
work for a government,2000,2500,To start a business or to freelance,1,0,23,Male
work for a government,150,7000,To change careers,6,0,27,Male
work for a government,10,10000,As a hobby,24,0,20,Male
work for a medium-sized company,6000,60000,As a hobby,0,0,30,Male
work for a medium-sized company,9000,55000,To change careers,2,0,33,Female
work for a medium-sized company,65000,65000,To change careers,2,0,34,Male
work for a medium-sized company,6,40000,To start a business or to freelance,4,0,39,Male
work for a multinational corporation,36000,50000,To change careers,5,0,36,Male
work for a startup,15000,30000,To succeed in current career,5,0,26,Male
work for a startup,20000,60000,To change careers,2,0,30,Male
work for a startup,700,100000,To start a business or to freelance,3,0,23,Male
work for a medium-sized company,70000,80000,To change careers,8,0,25,Male
work for a medium-sized company,41000,70000,To change careers,1,0,26,Male
work for a multinational corporation,28000,55000,To change careers,10,0,36,Female
work for a government,4700,6600,To start a business or to freelance,36,0,23,Male
work for a government,0,5000,To change careers,1,0,14,Male
work for a startup,20000,50000,To change careers,0,0,20,Male
work for a medium-sized company,50000,60000,As a hobby,2,0,27,Female
work for a startup,0,40000,To start a business or to freelance,2,0,22,Prefer not to say
work for a multinational corporation,45000,50000,To change careers,1,0,31,Female
work for a startup,20000,80000,To change careers,0,0,35,Male
work for a multinational corporation,21000,1000,To succeed in current career,6,0,28,Male
work for a government,30000,60000,To change careers,3,0,28,Male
work for a medium-sized company,12000,20000,To change careers,1,0,31,Female
work for a medium-sized company,65000,70000,To succeed in current career,0,0,33,Female
work for a multinational corporation,20000,70000,To change careers,1,0,27,Male
work for a startup,40000,30000,To succeed in current career,6,0,41,Male
work for a government,50000,60000,To succeed in current career,1,0,32,Male
work for a startup,6000,30000,To change careers,2,0,24,Male
work for a startup,1500,12000,To change careers,18,0,37,Female
work for a medium-sized company,35000,80000,To change careers,0,0,34,Male
work for a nonprofit,20000,40000,As a hobby,48,0,43,Female
work for a multinational corporation,2000,120000,To succeed in current career,18,0,22,Male
work for a medium-sized company,0,35000,To change careers,0,0,41,Male
work for a startup,10000,50000,To change careers,2,0,31,Female
work for a startup,45000,45000,To change careers,2,0,28,Female
work for a nonprofit,12000,26000,To change careers,26,0,41,Male
work for a multinational corporation,160000,50000,To succeed in current career,144,0,21,Male
work for a medium-sized company,45000,45000,To change careers,0,0,29,Male
work for a startup,3000,15000,To start a business or to freelance,10,0,23,Male
work for a medium-sized company,18000,120000,To meet school requirements,3,0,35,Male
work for a nonprofit,43000,95000,To change careers,4,0,29,Male
work for a medium-sized company,17000,40000,To change careers,1,0,23,Female
work for a multinational corporation,85000,125000,To succeed in current career,120,0,49,Female
work for a nonprofit,552,200,To start a business or to freelance,3,0,17,Female
work for a startup,48000,65000,To change careers,16,0,38,Male
work for a medium-sized company,30000,40000,To start a business or to freelance,1,0,23,Male
work for a startup,65000,80000,To succeed in current career,0,0,34,Male
work for a government,100000,50000,To change careers,0,0,27,Male
work for a medium-sized company,115000,0,As a hobby,48,0,28,Female
work for a multinational corporation,5000,4500,To start a business or to freelance,2,0,31,Male
work for a medium-sized company,30000,40000,To change careers,1,0,28,Male
work for a multinational corporation,26000,35000,To change careers,0,0,24,Male
work for a medium-sized company,48000,65000,To change careers,18,0,37,Male
work for a medium-sized company,30000,50000,To change careers,18,0,26,Male
work for a medium-sized company,50000,50000,To change careers,2,0,30,Male
work for a nonprofit,3000,40000,To change careers,5,0,26,Male
work for a medium-sized company,45000,48000,To succeed in current career,0,0,33,Male
work for a medium-sized company,25000,45000,To change careers,2,0,27,Male
work for a multinational corporation,5470,25000,To change careers,1,0,27,Female
work for a medium-sized company,12000,60000,To meet school requirements,15,0,21,Male
work for a multinational corporation,14000,60000,To change careers,13,1,30,Male
work for a medium-sized company,0,30000,To succeed in current career,15,0,21,Male
work for a multinational corporation,15000,50000,To change careers,9,0,24,Male
work for a medium-sized company,75000,80000,To succeed in current career,1,0,38,Female
work for a medium-sized company,50000,60000,To succeed in current career,6,1,20,Male
work for a multinational corporation,0,5000,To create art or entertainment,6,0,28,Male
work for a multinational corporation,15000,50000,To succeed in current career,2,0,26,Female
work for a multinational corporation,0,90000,To succeed in current career,0,0,16,Male
work for a medium-sized company,1500,40000,As a hobby,12,1,35,Male
work for a multinational corporation,0,30000,To change careers,0,0,22,Male
work for a government,66000,67000,To succeed in current career,24,0,37,Female
work for a startup,6000,40000,To change careers,14,1,28,Female
work for a startup,63000,90000,To change careers,1,0,33,Male
work for a multinational corporation,80000,80000,To change careers,1,0,42,Male
work for a medium-sized company,2500,2500,To create art or entertainment,0,0,22,Male
work for a medium-sized company,30,5000,To succeed in current career,12,0,51,Female
work for a medium-sized company,57000,70000,To succeed in current career,3,0,29,Female
work for a startup,8000,7000,To change careers,2,0,24,Male
work for a startup,25000,10000,To start a business or to freelance,24,0,41,Male
work for a medium-sized company,22000,60000,To create art or entertainment,3,0,31,Male
work for a nonprofit,30000,40000,To change careers,12,0,49,Male
work for a medium-sized company,0,20000,As a hobby,20,0,21,Male
work for a multinational corporation,25000,50000,To change careers,14,0,45,Male
work for a government,85000,70000,To change careers,0,0,30,Female
work for a medium-sized company,20000,50000,To change careers,0,0,21,Male
work for a medium-sized company,0,700000,To change careers,6,0,19,Male
work for a government,0,14000,As a hobby,6,0,20,Male
work for a medium-sized company,42000,100000,To change careers,14,0,33,Male
work for a government,68000,75000,To succeed in current career,6,0,56,Female
work for a nonprofit,20000,65000,To change careers,3,0,25,Male
work for a startup,8500,13000,To succeed in current career,2,0,23,Male
work for a multinational corporation,31000,70000,To succeed in current career,2,0,30,Female
work for a startup,55000,65000,To change careers,8,0,31,Female
work for a multinational corporation,10000,100000,To succeed in current career,2,0,31,Female
work for a startup,1000,60000,To change careers,2,0,20,Male
work for a medium-sized company,50000,50000,To change careers,2,0,41,Male
work for a medium-sized company,21000,45000,To change careers,12,0,32,Female
work for a multinational corporation,24000,24000,To start a business or to freelance,8,0,47,Male
work for a startup,20000,10000,To change careers,12,0,39,Female
work for a medium-sized company,32000,40000,To change careers,2,0,26,Female
work for a medium-sized company,10000,20000,To change careers,18,0,41,Male
work for a medium-sized company,10000,30000,To change careers,2,0,24,Male
work for a multinational corporation,40000,100000,To change careers,0,0,28,Male
work for a medium-sized company,35000,60000,To meet school requirements,6,0,27,Male
work for a medium-sized company,41000,750000,To succeed in current career,0,0,30,Female
work for a nonprofit,58000,60000,To change careers,2,0,34,Female
work for a medium-sized company,50000,50000,To change careers,3,0,50,Male
work for a medium-sized company,60000,65000,To change careers,2,0,35,Male
work for a nonprofit,20000,30000,To create art or entertainment,0,0,29,Female
work for a medium-sized company,29000,2000,To change careers,1,0,36,Male
work for a medium-sized company,75000,55000,To change careers,5,0,30,Male
work for a medium-sized company,5000,15000,To succeed in current career,15,0,26,Male
work for a medium-sized company,32000,60000,To change careers,0,0,36,Male
work for a multinational corporation,3800,50000,To succeed in current career,0,0,16,Male
work for a multinational corporation,22000,30000,To change careers,12,0,27,Female
work for a medium-sized company,24000,15000,To change careers,0,0,37,Male
work for a startup,2000,70000,As a hobby,24,0,18,Male
work for a multinational corporation,350,20000,As a hobby,1,0,29,Male
work for a medium-sized company,356566,92122,To create art or entertainment,1,0,22,Male
work for a multinational corporation,18000,32500,To change careers,36,0,32,Prefer not to say
work for a multinational corporation,8000,45000,To change careers,2,0,20,Male
work for a medium-sized company,91135,62000,To change careers,4,0,33,Male
work for a startup,0,90000,To succeed in current career,36,0,22,Male
work for a startup,16000,30000,To change careers,1,0,28,Male
work for a multinational corporation,7000,10000,To change careers,6,1,25,Male
work for a medium-sized company,700,7500,To succeed in current career,29,0,23,Male
work for a startup,700,60000,To start a business or to freelance,12,0,19,Male
work for a startup,35000,40000,To create art or entertainment,1,0,24,Male
work for a multinational corporation,4000,8000,To change careers,8,0,31,Female
work for a medium-sized company,29000,30000,To change careers,12,0,31,Female
work for a startup,20000,28000,To change careers,6,0,30,Male
work for a medium-sized company,4545,1500,To change careers,2,0,26,Male
work for a medium-sized company,12000,25000,To change careers,0,0,25,Male
work for a startup,0,10000,To create art or entertainment,48,0,21,Male
work for a medium-sized company,40000,50000,To change careers,24,0,35,Female
work for a nonprofit,35000,550000,To change careers,13,0,29,Male
work for a startup,20000,60000,As a hobby,18,0,22,Male
work for a government,85000,75000,As a hobby,36,0,36,Male
work for a startup,11400,11400,To change careers,12,0,28,Female
work for a government,15000,50000,To change careers,0,0,23,Female
work for a startup,90000,100000,To succeed in current career,0,0,31,Male
work for a nonprofit,23000,55000,To change careers,2,0,34,Male
work for a government,18000,35000,To succeed in current career,6,0,55,Male
work for a multinational corporation,41900,50000,To change careers,0,0,30,Male
work for a startup,12000,60000,To change careers,1,0,31,Male
work for a multinational corporation,20000,60000,To change careers,5,0,29,Female
work for a startup,10000,35000,To change careers,1,0,28,Female
work for a medium-sized company,16000,35000,As a hobby,0,0,23,Female
work for a medium-sized company,70000,80000,To change careers,0,0,40,Male
work for a startup,30000,60000,To change careers,3,0,27,Male
work for a medium-sized company,70000,50000,As a hobby,4,0,32,Male
work for a startup,86000,75000,As a hobby,8,0,27,Male
work for a medium-sized company,18000,50000,To create art or entertainment,0,0,29,Male
work for a multinational corporation,20,45000,To start a business or to freelance,7,1,25,Male
work for a medium-sized company,500,30000,To succeed in current career,0,0,19,Male
work for a nonprofit,12000,25000,To change careers,3,0,48,Male
work for a medium-sized company,39000,50000,To change careers,13,0,46,Female
work for a startup,22000,60000,To change careers,6,0,25,Female
work for a multinational corporation,32000,30000,To change careers,2,0,20,Male
work for a medium-sized company,75000,90000,To succeed in current career,0,0,31,Female
work for a startup,12000,50000,To start a business or to freelance,12,0,37,Male
