"","X1","track_id","track_name","track_artist","track_popularity","track_album_id","track_album_name","track_album_release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"813",28767,"6Hx9KYTINDIqXuykRkLTbq","We Are","TWIIG",23,"7MU74ygafUeeSeir1ZZkdT","We Are","2016-06-13","BIG-ROOM NEVER DIES !","4QtO2XySphMOJt7pX0yaVi","edm","big room",0.482,0.966,5,-2.265,0,0.0637,0.00444,0.00739,0.894,0.228,128.039,180015
"814",29280,"1ZPc5wZ3riWjtKVRCgHPOK","Too Much","Curbi",58,"6k6tQ6uGS81WvagezlOoqM","Too Much","2019-10-04","[EAS]: Festival Big Room","71UHE27ayQs8ZDxQwY0cY1","edm","big room",0.8,0.976,10,-3.659,0,0.121,0.0046,0.138,0.281,0.85,128.045,182539
"815",19593,"4t6rW1mKIKKTyU0RNBnS41","Tu Principe","Reggaeton Latino",34,"1y9JSQIUGKs00Vfp1V9IL7","Reggaeton","2008-02-01","Reggaeton viejito🔥","0si5tw70PIgPkY1Eva6V8f","latin","reggaeton",0.893,0.791,1,-5.434,0,0.131,0.0639,0,0.0786,0.553,93.998,209613
"816",29466,"1H1t63Jv0nX7ayhnoLPIiB","ResuRection - Maurice West Remix","Planet Perfecto Knights",48,"3SVUIQGMfvbkjO1rc6dB7i","ResuRection (Maurice West Remix)","2019-02-18","Big Room 2019","6SrHyxIxWfQx9ISEr6yowk","edm","big room",0.738,0.707,4,-4.984,0,0.0585,0.609,0.38,0.0625,0.174,130.004,204553
"817",9207,"4WlL3AyvRv4xErrPlKx9M0","That's That S*** - Radio Edit","Snoop Dogg",25,"1bHLyTqJqZsZLlwkhig0Qe","That's That S*** (Radio Edit)","2006-01-01","Oldschool Gangsta Rap 👑","0t9TeyXE2mWe70JT3YwSoH","rap","gangster rap",0.867,0.645,9,-4.717,0,0.197,0.0131,0,0.0287,0.707,82.041,257933
"818",27216,"4mZGiWz2bqaenimlUZ59T5","Styx - Original Mix","Harry Doe",30,"2nHH3fZjIOEGXmFD0T1OjR","Styx","2019-11-01","Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop","3QEYvCsVXZj8KuzE0bDmcI","edm","electro house",0.7,0.882,4,-9.55,1,0.0529,0.0206,0.862,0.081,0.243,129.995,238147
"819",30169,"7ldlgbsVshuUnFWyimgBxn","Paris - VINAI Remix","The Chainsmokers",40,"0UQImHE9yd0s8ieOeIMwKo","Paris (Remixes)","2017-02-17","EDM - pop remixes","0cvVad4XizGbOS0vlwZYS5","edm","pop edm",0.532,0.822,2,-3.309,1,0.0432,0.0648,0,0.356,0.335,99.962,218787
"820",4526,"2CPqh63wRVscbceKcPxwvv","The Ocean (feat. Shy Martin)","Mike Perry",73,"4pgNeQfSctryAw4e0uESHe","The Ocean (feat. Shy Martin)","2016-04-15","A Loose Definition of Indie Poptimism","4ZO0wp9G8FA3X6oYNBzda6","pop","indie poptimism",0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414
"821",6168,"1OmcAT5Y8eg5bUPv9qJT4R","rockstar","Post Malone",14,"1YCRXKLDRB0UnbrFUJ4F6e","rockstar","2017-09-15","Hip Hop Controller","37i9dQZF1DWT5MrZnPU1zD","rap","hip hop",0.58,0.531,5,-6.631,0,0.0776,0.128,0.000127,0.143,0.141,159.786,218320
"822",12788,"2RaA6kIcvomt77qlIgGhCT","Breaking the Law","Judas Priest",69,"5bqtZRbUZUxUps8mrO9tGY","British Steel","1980","Supernatural Classic Rock","6oghIlByD49KFGNmNU8GSH","rock","classic rock",0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840
"823",1345,"6Y4PDQv4XjYjHLeLmvyOt0","Si Te Vas","Sech",88,"2S6p0g6YzG3609Ty45i5Cq","Si Te Vas","2019-09-26","Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop","46Cl6dmeiylK6TRGXr7hHe","pop","post-teen pop",0.732,0.644,0,-4.124,1,0.132,0.0934,4.54e-06,0.143,0.554,174.1,204907
"824",17970,"6VHdcVbiKLYYOcMbIqBcuK","Lumbra","Cali Y El Dandee",6,"7lN3oRxDLByqyqOfAozyqW","Lumbra","2017-01-20","MIX LATIN POP°","6IS6XTdbS9qJZgfjNKgpB8","latin","latin pop",0.724,0.84,0,-3.581,1,0.0392,0.053,0,0.727,0.835,92.01,197087
"825",10013,"0RiKAq1SfF6rfYcWpjB2T5","Primeiro Milhão","Hungria Hip Hop",68,"4H5ANMDLAGOArR745LCrp9","Primeiro Milhão","2019-11-22","Trapperz Brasil","37i9dQZF1DWWr5uieiPUVM","rap","trap",0.817,0.516,5,-9.359,1,0.193,0.468,0,0.153,0.435,130.043,213447
"826",9810,"2iNjzjmZPOojZ2AP00Ww92","Signs Of Gemini","Prince of falls",41,"6LfUSQspKzcBEt2Tjduf0M","Till We Feel Something","2019-08-30","Rap Party 24/7 Radio / Gangsta Rap","4sGnz2x5tbHE2YlW1nemfb","rap","gangster rap",0.775,0.417,1,-9.429,0,0.0514,0.122,0,0.108,0.714,115.998,157440
"827",18871,"0x1k6gSTSxaLxe0F2IThaX","Detente","Mike Bahía",79,"3UbZvsLswQE2L5mBiGlzO0","Navegando","2019-11-15","Reggaeton 2020 ☀","7xWuNevFBmwnFEg6wzdCc7","latin","reggaeton",0.736,0.585,7,-4.617,1,0.346,0.273,0,0.106,0.363,171.932,181845
"828",23885,"6uBhi9gBXWjanegOb2Phh0","Stay","Zedd",79,"1I4W7JKzYbl8VKRfD61DIS","Stay","2017-02-23","Today's Hits (Clean)","7ENISpOJhocpMJVcGb0qcT","r&b","hip pop",0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,210091
"829",10345,"7MD5qMLhP1Xll1yACGFR2h","Back Together","William Black",44,"1a1fINJIfLtJhttbgfGnU4","Pages","2019-08-22","Trap Nation","0NCspsyf0OS4BsPgGhkQXM","rap","trap",0.537,0.697,1,-4.58,0,0.0385,0.132,0,0.104,0.228,144.009,211667
"830",8088,"6BbINUfGabVyiNFJpQXn3x","Wicked","Future",62,"3jJKDKdlwRS584zUlHV2Ly","EVOL","2016-04-13","HIP&HOP","5DyJsJZOpMJh34WvUrQzMV","rap","southern hip hop",0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,173347
"831",2155,"0SmGNsRrydgF19xlWl1UpB","My head is a Jungle - MK Remix [Radio Edit]","Wankelmut",28,"6IaVtZKsmvh35WRvqfhVNT","My Head Is A Jungle (MK Remixes)","2014-08-18","BALLARE - رقص","1CMvQ4Yr5DlYvYzI0Vc2UE","pop","post-teen pop",0.683,0.789,7,-6.672,0,0.0355,0.0864,0.00419,0.253,0.456,124.023,207253
"832",27,"2M9GeaCQXrV12J0wzBxIwi","One Thing Right - Firebeatz Remix","Marshmello",66,"13pvchQvJxxpvvtsasA4NG","One Thing Right (Remixes)","2019-08-09","Pop Remix","37i9dQZF1DXcZDD7cfEKhW","pop","dance pop",0.682,0.851,1,-7.117,0,0.0363,0.0146,0.000834,0.0289,0.348,126,192381
"833",5089,"1RMJOxR6GRPsBHL8qeC2ux","Best Part (feat. H.E.R.)","Daniel Caesar",79,"3xybjP7r2VsWzwvDQipdM0","Freudian","2017-08-25","indie poptimism","1E5VdGGWkpDQ682gdvJAZH","pop","indie poptimism",0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24,209831
"834",26116,"25YxmLweh3btfo18wxp7tU","Heaven","John Legend",0,"6Fgfn4OyOWRsHd7m6DwMEz","Get Lifted/Once Again","2008-10-28","Neo Soul","2YPP7fiYu5pIcp2yyHvw4A","r&b","neo soul",0.418,0.824,1,-6.389,1,0.259,0.118,0,0.187,0.446,190.451,214627
"835",8470,"18mOjXq43khmSOLfR1rSws","Poor Man's Mansion","Jelly Roll",35,"138S8GterIlZRtIQCzMeml","Waylon & Willie III","2018-11-16","Southern soul & hip hop","4xJULuV0P5PLcMe3xP8Pgj","rap","southern hip hop",0.576,0.748,7,-6.774,1,0.225,0.321,0,0.145,0.49,89.615,150290
"836",21818,"3aw9iWUQ3VrPQltgwvN9Xu","Family Affair","Mary J. Blige",70,"5QJmKwPveBV4IwLlo4OcG4","No More Drama","2001-01-01","The Sound of Urban Contemporary","07zF8MjQPsiYUXiAIGZ5TA","r&b","urban contemporary",0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,265867
"837",7444,"1ogRu1dOUgHvel8To8oQbe","Wicked Ones","Dorothy",61,"5AYoffF42E0cgDuuNgzYir","ROCKISDEAD","2016-06-24","Badass Rock","44bkJI1QGkT2O0GYJSsbkp","rap","southern hip hop",0.587,0.635,5,-5.47,1,0.0377,0.0353,0,0.331,0.591,96.519,172516
"838",1823,"6kFPBOtSOIlrleJNkZ6ESF","Stutter","Marianas Trench",56,"737av5XsHhJigOC64BV6IY","Ever After","2012-10-24","🤩🤪Post Teen Pop🤪🤩","6IT8LGpwLw3Pt2XnVUBN7j","pop","post-teen pop",0.738,0.934,6,-3.729,0,0.12,0.00176,0,0.0473,0.547,104.97,201160
"839",27393,"35nsl8YiBIYw1YdNmkmhnk","Lost In The Rhythm - Original Mix","Jamie Berry",54,"7rKr9KQYB6yL64A5WRUXhH","Lost In The Rhythm","2016-05-17","Electro Swing Top 100","5M7xLCQTYJL0lbKIrUn3a4","edm","electro house",0.879,0.849,9,-6.115,0,0.182,0.00844,0.371,0.0689,0.732,120.995,186545
"840",19838,"7DM4BPaS7uofFul3ywMe46","Vente Pa' Ca","Ricky Martin",73,"1FkaJUwfqLdQdSmRPBlw6l","Vente Pa' Ca","2016-09-23","latin hip hop","3nH8aytdqNeRbcRCg3dw9q","latin","latin hip hop",0.663,0.92,11,-4.07,0,0.226,0.00431,1.69e-05,0.101,0.533,99.935,259196
"841",28472,"2RTDwuOYrdVrfest9QVLlP","Calavera","Hardwell",43,"5np9BElOYqwU9QfyU0Nj6O","Calavera","2016-04-11","Big Room House | Festival Bangers","5Bx5niVgi3qGQQw06C0RKq","edm","big room",0.689,0.913,2,-2.944,1,0.0362,0.00612,0.0552,0.0562,0.076,127.974,200625
"842",27550,"7ByrszLK5P7yrLXQwxCmSj","Burner","Duke & Jones",43,"3A8G6o27Zfu91z4MaqlLxQ","Burner","2019-12-06","ELECTRO HOUSE 2020","1N5dPU0Ca9N9AwBbUeyzX5","edm","electro house",0.895,0.106,10,-8.614,0,0.0789,0.807,3.52e-05,0.0905,0.384,119.051,172941
"843",31559,"5K3NDUPkLe46b5DRMt2RNJ","There For You - Madison Mars Remix","Martin Garrix",47,"2XXJOpnawvArFxXTu2A1VM","There For You: The Remixes","2017-08-18","Hands Up‏‏​​   ‍","1lSdljPk8zcAdXVMUduDia","edm","progressive electro house",0.6,0.947,6,-1.84,0,0.163,0.0395,0,0.1,0.347,126.045,175000
"844",18423,"1XK84pQhL5ohZdSRabQshw","What You Say","Cabela and Schmitt",44,"4g9SzUXN55ZeVe9V3Ak7jZ","What You Say","2019-12-28","INDIE POP! TUNES","0HD4Pc1PK8fsyKQq9e2U2v","latin","latin pop",0.614,0.672,7,-8.095,1,0.0291,0.0287,0.00526,0.253,0.579,144.948,244181
"845",21100,"6zloSieKzItc50a3Qv27z6","Epoca Del Desmadre","The Psycho Realm",27,"1Lwip4Df9YiLkPM3VGsDgi","Psycho Realm Presents Sick Jacken And Cynic In Terror Tapes 2","2012-05-15","HIP-HOP: Latin Rap ['89-present]","5fWgI0IJ1el5NB1sZ0Egsx","latin","latin hip hop",0.568,0.742,7,-8.865,1,0.0758,0.0081,0,0.356,0.175,99.002,197973
"846",14089,"0Qv7xi6uPSqH2k82tOkGSt","Mad World","Tears For Fears",64,"3sIFpEctox1XOs3FEkqrgr","The Hurting","1983-03-07","permanent wave","7rPsfDTqiZYIT4PVzQ4c0c","rock","permanent wave",0.628,0.907,4,-6.047,1,0.0412,0.0471,0.0579,0.0635,0.954,118.723,215400
"847",2922,"5MFzQMkrl1FOOng9tq6R9r","Don't Wanna Know","Maroon 5",15,"0fvTn3WXF39kQs9i3bnNpP","Don't Wanna Know","2016-10-11","Electropop - Pop","5TiiHps0hNCyQ6ijVkNZQs","pop","electropop",0.783,0.623,7,-6.126,1,0.08,0.338,0,0.0975,0.447,100.048,214480
"848",1175,"2UzKsOZR20UMcry381W7eh","Dreams","Keo Nozari",27,"25zujmP0LfwljrKYNRrpV7","Headspace","2019-06-11","TUNES DANCE AND POP","3arpkhoRWXEYbdCpVAIrRR","pop","dance pop",0.397,0.694,8,-9.638,1,0.331,0.0476,0,0.746,0.576,87.576,237255
"849",19047,"5uNOpdHMpFV9RxZ0qgNGcD","Mojadero","Mark B.",58,"2n9ld2fC8zstqwJmMG2z0s","Mojadero","2019-11-15","De Fiesta","37i9dQZF1DWVskFRGurTfg","latin","reggaeton",0.736,0.96,11,-3.835,0,0.0533,0.0545,0.163,0.24,0.833,117.014,235897
"850",23470,"22vgEDb5hykfaTwLuskFGD","Sucker","Jonas Brothers",87,"1Uf67JAtkVWfdydzFFqNF2","Happiness Begins","2019-06-07","Hip Pop 2019","3tmx4p5RGlOV1AapXOt1Ze","r&b","hip pop",0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027
"851",7158,"6wIV0D0hoKdeDBoXtuyXIF","Street Game","Geto Boys",10,"0iPd9eiDhtC4iua8yknqxW","Da Good, Da Bad & Da Ugly","1998-11-17","90's Southern Hip Hop","2NMW1nwQYSVlXd26uLenX6","rap","southern hip hop",0.711,0.821,2,-8.604,1,0.285,0.0152,0,0.229,0.547,88.66,221227
"852",8191,"25CnqAR7fzAQbb2SVoSa0b","I Need A Hot Girl","Hot Boys",47,"6eUYT38tLl7YwqZFJm1Ulb","Guerrilla Warfare","1999-07-27","Southern Hip Hop","3R5c1OfJY7Rzl3p28pzGtL","rap","southern hip hop",0.815,0.797,2,-6.304,1,0.186,0.0557,0,0.641,0.65,96.006,292840
"853",29257,"5qXvJfA5xo0j94gqHQ1GON","Jolly Roger","NAEMS",27,"723Gs4WfTIeoJ2SbRehf0Z","Jolly Roger","2019-12-13","[EAS]: Festival Big Room","71UHE27ayQs8ZDxQwY0cY1","edm","big room",0.266,0.993,1,-3.225,1,0.122,0.00458,0.664,0.0796,0.478,104.972,160976
"854",28179,"3yynRpQewCVIoPQpyBEPq6","All Mine","Chris Goldarg",17,"0IHLmh2nu6JCdyTTDvItxl","Room 679","2019-01-27","House Electro 2019","72r6odw0Q3OWTCYMGA7Yiy","edm","electro house",0.689,0.92,7,-7.033,1,0.0738,0.00911,0.704,0.109,0.787,119.919,208250
"855",23166,"4vUmTMuQqjdnvlZmAH61Qk","South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",91,"3oIFxDIo2fwuk4lwCmFZCx","No.6 Collaborations Project","2019-07-12","Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs","3xMQTDLOIGvj3lWH5e5x6F","r&b","hip pop",0.857,0.621,9,-6.376,0,0.0824,0.148,0,0.0865,0.668,97.986,204467
"856",22657,"2L8CbWUKw6STcElCxYcZHS","Por una camarera","Mauricio Figueiral",6,"42g6nghOiEci8JHN5ytzD2","Por una camarera","2013","Cuban vibes only","6VWXakL2ojgiVC01I271e2","r&b","urban contemporary",0.824,0.683,6,-4.361,0,0.0322,0.165,5.6e-06,0.784,0.964,134.976,214781
"857",956,"633nrOG7ExXrw3Dnj9DJ5U","Firefly","Olmos",31,"695xOjSuIx6jmHC7rMXjlX","Firefly","2019-01-11","Pop Dance Hits","7eERKCkgNKCCx5GYdeMIZf","pop","dance pop",0.6,0.731,2,-4.254,1,0.0385,0.262,6.19e-06,0.162,0.328,106.903,204112
"858",20424,"0qOnSQQF0yzuPWsXrQ9paz","Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",77,"2mumCpGmuE9iDeOvMx6XrB","The Papercut Chronicles II","2011-11-11","Pop 2009-2011","3gV6KQYZKIuoWml0094vx6","latin","latin hip hop",0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960
"859",234,"4fK2NU9UyQJV74ZGiSVYsr","Carry On - Nicky Romero Remix","Kygo",67,"14BprFzfLNat9osGVdFmXM","Carry On (Nicky Romero Remix)","2019-05-30","Cardio","37i9dQZF1DWSJHnPb1f0X3","pop","dance pop",0.447,0.684,9,-4.721,0,0.09,0.175,0,0.478,0.437,125.655,175312
"860",16822,"4gdGqn423SFKDcmglB95rn","Hey","Robin Novaku",36,"28qjXBlRGwrtMy1PHaCKLv","Hey","2019-08-16","Tropical House 🌴","06zrBJ5cts5aemZmqe80J7","latin","tropical",0.738,0.85,10,-6.039,1,0.0778,0.0489,0.000966,0.106,0.218,105.05,162286
"861",28343,"7F6NUXWXERbJliGqcAxLIf","Burn Me Down","Dannic",53,"2aequd1hvo4a0rAKKK7rpD","Burn Me Down","2019-08-23","Big Room EDM","3S03NWbWkrR1e7DPH9rf9Z","edm","big room",0.453,0.657,9,-4.852,0,0.0339,0.00588,0,0.563,0.18,128.097,206250
"862",6077,"4ImL3v98u2BLkwnyQDjfRm","Can't Tell Me Nothing","Kanye West",8,"3SZr5Pco2oqKFORCP3WNj9","Graduation","2007-01-01","Hip-Hop Drive","37i9dQZF1DWUFmyho2wkQU","rap","hip hop",0.594,0.614,5,-6.091,0,0.0536,0.0121,0,0.823,0.101,79.968,271600
"863",10818,"1NHZh7Pr4El0JCh02p8dHd","BURIED","27CLUB",46,"45iKx9OAKlbz4rjb1Zrjs5","BURIED","2019-09-13","Sad Trap","7kzKtw5vug3IIxKfLadi8A","rap","trap",0.639,0.573,4,-7.887,0,0.086,0.21,4.07e-06,0.0968,0.295,159.955,120000
"864",28557,"1ZoHuLxbQho7N5ioKA6Hx1","C.U.B.A","Calvin Harris",48,"12zQ9tz6fjLsB5RjxUgXFu","C.U.B.A","2015-03-16","Big Room House | Festival Bangers","5Bx5niVgi3qGQQw06C0RKq","edm","big room",0.623,0.998,5,-1.436,1,0.0364,0.0342,0.853,0.862,0.679,127.988,269907
"865",15889,"3iWlbqAaoIR7H7gyO3a6rV","Tears Don't Fall","Bullet For My Valentine",59,"4uNzDULQ9RAy0nxGaPbCDn","The Poison (Deluxe Version)","2007-06-12","New Hard Rock","64BvJcehegyvhqQtV82Ddz","rock","hard rock",0.212,0.924,7,-3.349,0,0.135,0.000729,2.23e-06,0.0831,0.244,162.128,348387
"866",8695,"1DgwC3jQkAml7Os6XjxKmY","До тла","Blvckross",0,"5IbETo8TfVlxoiIQ9YSjWo","R.O.S.S.","2017-04-11","Russian Gangster Rap","0u0qLLE8MZc679RZWCk1TT","rap","gangster rap",0.424,0.612,1,-5.007,1,0.323,0.139,0,0.0813,0.157,176.188,232777
"867",7999,"119c93MHjrDLJTApCVGpvx","C.R.E.A.M.","Wu-Tang Clan",72,"3tQd5mwBtVyxCoEo4htGAV","Enter The Wu-Tang (36 Chambers) [Expanded Edition]","1993-11-09","90's Hip Hop Ultimate Collection","4IG024zoaGMurhTFBkMAv9","rap","southern hip hop",0.479,0.549,11,-10.551,0,0.373,0.57,0.0239,0.127,0.576,180.985,252187
"868",24465,"70EYRjEmK12XiCX9E98upr","When Will I See You Smile Again?","Bell Biv DeVoe",28,"2QC1IsQIUNdEz0zgWanPkN","20th Century Masters: The Millennium Collection: Best of Bel Biv DeVoe","2002-01-01","90s R&B - The BET Planet Groove/Midnight Love Mix","7LjRWGUdOmBdPG1W1bga4i","r&b","new jack swing",0.719,0.534,6,-7.339,0,0.0262,0.0358,0.00141,0.0762,0.298,124.05,307400
"869",29100,"1mEUuGPU7gCcIkwt5QDobg","GO - Showtek Edit","MAKJ",0,"3ioDDqswCOzyk5WhKPECZi","GO (Showtek Edit)","2014-08-04","big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO","2oalsaFUockoPf1DU3wrL8","edm","big room",0.613,0.923,8,-5.131,1,0.0619,0.000441,0.874,0.0576,0.114,128.016,250915
"870",26005,"1emxi7e5EWFsJmwSKTuUDH","Honey Dove","Lee Fields & The Expressions",50,"7ElHdWPD6YbkbltJQgCiDc","My World","2009-06-02","NEO FUNK AND SOUL","2WbTrS5D0V2TW6DiDkJBru","r&b","neo soul",0.487,0.497,4,-5.776,0,0.064,0.124,0.167,0.109,0.195,160.317,246573
"871",12902,"0oWHLtxWeMJhmwxtrxhNK0","Welcome To The Jungle","Guns N' Roses",1,"1oR3KrPIp4CbagPa3PhtPp","Appetite For Destruction (Explicit Version)","1987-01-01","Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos","3Ho3iO0iJykgEQNbjB2sic","rock","classic rock",0.443,0.955,8,-8.066,1,0.0741,0.0222,0.361,0.297,0.333,123.423,273600
"872",6629,"6C9Hq43r5Q9TzJdytWoWYk","Away From","Caleborate",40,"2o6kCIodDD1LYV0DbkwnSz","Away From","2019-07-12","Alternative Hip Hop","37i9dQZF1DWTggY0yqBxES","rap","hip hop",0.715,0.453,9,-9.738,1,0.339,0.791,0,0.0698,0.465,75.003,254399
"873",5169,"6DxT6qWd8P7ZOP5p4urTfv","Stardust","Zeds Dead",44,"2LZwWAjsqA2xIldp2c6kRX","Northern Lights","2016-10-14","Indie Poptimism","2QiMewRbSavfZ9MSAYz2h6","pop","indie poptimism",0.659,0.729,3,-5.839,0,0.0498,0.146,0.000851,0.0898,0.254,121.989,258827
"874",25292,"6bYvDXrdNSbejfugnxggvp","Spaceship Coupe","Justin Timberlake",0,"41br7lBSZOr9RjJAjk0om6","The 20/20 Experience","2013-03-15","Neo Soul Music","78RRvktrPMSqAoCI21mNOe","r&b","neo soul",0.627,0.488,11,-8.212,0,0.0445,0.304,0.000408,0.173,0.274,126.053,437013
"875",5026,"3EJflwzyWYd9PIz6g8L97V","ILYSB","LANY",3,"0aI9MJnKQpQBdzEL4evb9L","Make Out","2015-12-11","Indie Poptimism!","4hKPJNFIhdAg4pAksn78FJ","pop","indie poptimism",0.613,0.628,5,-6.651,1,0.0524,0.57,0.0157,0.323,0.491,100.019,211340
"876",10602,"0lUDUlWyQp8mIK02GrHGIn","Função","L7NNON",53,"5ibyR93S02uTivmkT4vPbQ","Função","2019-10-31","Trap Ouro","37i9dQZF1DWYBXtbGSCurj","rap","trap",0.857,0.495,10,-9.55,1,0.264,0.0167,0.000164,0.0986,0.267,128.898,197209
"877",14922,"72hcFp4tYkd3dbNA9dZ3Pv","Bad Medicine","Bon Jovi",67,"3mcKOl0KNe65BqiBa40WxR","New Jersey (Deluxe Edition)","1988-09-13","’80s Hard Rock","37i9dQZF1DX68H8ZujdnN7","rock","hard rock",0.555,0.973,9,-3.804,1,0.035,0.048,0,0.0853,0.805,118.642,316707
"878",4164,"4D5POIvEJfBH8wO80Ic4T8","Before Paris","Tom Misch",50,"28enuddLPEA914scE6Drvk","Geography","2018-04-06","Indie/Jazz Poptimism","6OaTudLqBEuTyUMPxRNpZc","pop","indie poptimism",0.714,0.373,6,-12.269,0,0.234,0.711,0.0373,0.134,0.082,103.967,149811
"879",3511,"7Ac03wy4zFWYlZznvhQ256","God & Country","FGFC820",0,"10m5bptrct3lUBnW0iNmfL","Halloween - The Darkest Night (50 Darkwave Industrial Tracks)","2009","Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop","53CmFroG6MWR5reOOXJX6B","pop","electropop",0.635,0.986,1,-4.358,1,0.0311,0.0111,0.307,0.1,0.821,134.996,296200
"880",2345,"52vS7mJ0a70Z4uRCfl8SjH","What About Love","Austin Mahone",53,"0dcqVluuyFBCScCqH7uAwx","The Secret","2014","post teen pop","6rjxP7GQKoqqgoakzxl3PY","pop","post-teen pop",0.632,0.784,2,-7.457,1,0.0393,0.000157,3.6e-05,0.037,0.278,100.019,203344
"881",32828,"0aBDrRTgDCwWbcOnEIp7DJ","Many Ways - Radio Edit","Ferry Corsten feat. Jenny Wahlstrom",27,"59XOfNjuYZB6feC6QUzS3e","Many Ways","2013","♥ EDM LOVE 2020","6jI1gFr6ANFtT8MmTvA2Ux","edm","progressive electro house",0.581,0.64,5,-8.367,1,0.0365,0.0266,0,0.572,0.288,128.001,196993
"882",8948,"5cByFZR42O1uMjRk7RTrHs","Vollspannschuss","JURI",24,"3tahPsWpa220bAnq35A8ah","Bratans aus Favelas","2018-06-29","Gangster Rap Deutsch","1qXg9ck25tBRxeXsj8mbDG","rap","gangster rap",0.646,0.765,0,-5.323,0,0.102,0.374,0,0.0964,0.332,87.97,161293
"883",20818,"7HL6wIxsT3aRJrUxfVowFn","Mami So Bad","Frenna",69,"4QX6zxCyytdRQDmR1IcW0R","Mami So Bad","2019-12-12","🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\","1d0fonZHpN4LYHTKbmNRbm","latin","latin hip hop",0.864,0.612,10,-3.785,0,0.0472,0.000742,0.203,0.0656,0.604,107.99,181352
"884",8000,"6JI5wNWYdBw68GZjOMmgK5","Put It On","Big L",61,"7xvBUHu5jJ7X0wdRHudLFD","Lifestylez Ov Da Poor & Dangerous","1995-03-28","90's Hip Hop Ultimate Collection","4IG024zoaGMurhTFBkMAv9","rap","southern hip hop",0.711,0.62,11,-10.174,0,0.212,0.0175,0,0.134,0.805,179.817,217627
"885",22879,"6HG1JWEbfuf8y1ZhLVq9L3","Don't Wanna Be Your Girl","Wet",46,"4vTrbwGUedO7SN3DqNOiYU","Don't You","2016-01-29","Ultimate Indie Presents... Best Indie Tracks of the 2010s","37i9dQZF1DWTHM4kX49UKs","r&b","hip pop",0.563,0.182,0,-14.931,1,0.039,0.78,0.0222,0.134,0.115,129.937,197280
"886",6998,"40hRYfBECQqk5Bj3RNdPeY","Quik's Groove","DJ Quik",31,"6qzvk2A6wQpy1f69hrWj3B","Quik Is The Name","1991","Southern California Hip Hop Primer","206vi9Q0p3juAU73flxPsz","rap","southern hip hop",0.738,0.302,1,-16.177,1,0.17,0.0159,0.917,0.115,0.836,93.311,108800
"887",19680,"7qvWz9AsvPmXlIWZ94VFpj","How We Roll","Don Omar",39,"20Jf4Vb1V3MMv1QI1cKNNI","iDon","2009-01-01","This Is: Don Omar","37i9dQZF1DWYBUdckfg1va","latin","reggaeton",0.742,0.753,6,-8.877,0,0.172,0.0304,1.82e-06,0.352,0.734,149.962,245867
"888",30436,"1r299qCKBLgUS9XJ9m1kEx","Moves Like Jagger","Maroon 5",61,"5NdkVAsSvgUfe3cD8LwSTD","Singles","2015-09-25","2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS","2DjIfVDXGYDgRxw7IJTKVb","edm","pop edm",0.72,0.751,11,-4.484,0,0.0462,0.0113,0,0.353,0.599,128.017,202640
"889",24914,"5bqLcGZd2rY9wBVXZdGUvT","Downtown","SWV",36,"2BBrAtWY0c6dPio5b2JYFK","It's About Time","1992-10-27","80s-90s R&B / New Jack Swing / Funk / Dance / Soul","3X4HmijjKdwwLonCrOOEAZ","r&b","new jack swing",0.609,0.715,6,-8.524,0,0.0457,0.0433,0.000201,0.235,0.705,166.048,312573
